"Symbole","Date/Heure","Quantité","Prix Trans.","Produit","Comm/Tarif","Base","P/L Réalisé","% P&L réalisé","Code"
"NTRS","2019-10-04, 09:30:15",-107,86.73,9280.11,-1.2,-9987.31,-708.4,-7.09,"C"
"NTRS","2019-10-07, 09:31:05",-113,88.85,10040.05,-1.22,-10038.83,0,0,"O;P"
"NWS","2019-10-25, 09:30:08",-704,14.2127841,10005.8,-3.81,-10001.99,0,0,"O;P"
"NWSA","2019-10-17, 09:41:48",712,13.69,-9747.28,-3.56,10092.31,341.47,3.38,"C;P"
"NWSA","2019-10-18, 09:30:05",-734,13.64,10011.76,-3.96,-10007.8,0,0,"O;P"
"NWSA","2019-11-01, 09:30:04",734,13.74,-10085.16,-3.67,10007.8,-81.03,-0.81,"C;P"
"NWSA","2019-11-07, 09:30:14",-737,13.54,9978.98,-3.98,-9975,0,0,"O;P"
"OMC","2019-11-07, 09:30:15",-127,78.997874,10032.73,-1.22,-10031.51,0,0,"O;P"
"ORCL","2019-10-24, 09:30:15",185,54.24,-10034.4,-1,10035.4,0,0,"O"
"PAYX","2019-10-14, 09:30:20",118,84.77,-10002.86,-1,10003.86,0,0,"O;P"
"PEG","2019-10-16, 09:30:37",-162,61.74,10001.88,-1.23,-10000.65,0,0,"O;P"
"PEG","2019-11-06, 09:31:51",162,62.04,-10050.48,-1,10000.65,-50.83,-0.51,"C"
"PEG","2019-11-07, 09:30:15",161,61.8,-9949.8,-1,9950.8,0,0,"O;P"
"PG","2019-11-01, 09:33:00",-82,124.92,10243.44,-1.22,-10038.7,203.52,2.03,"C;P"
"PG","2019-11-07, 09:31:55",83,120.07,-9965.81,-1,9966.81,0,0,"O"
"PKG","2019-11-06, 09:30:14",-95,113,10735,-1.23,-10047.25,686.52,6.83,"C"
"PKG","2019-11-07, 09:30:07",-89,112.7,10030.3,-1.22,-10029.08,0,0,"O"
"PM","2019-10-07, 09:30:21",-128,78.12,9999.36,-1.22,-9958.12,40.02,0.4,"C"
"PM","2019-10-10, 09:31:06",129,77.6,-10010.4,-1,10011.4,0,0,"O;P"
"PM","2019-10-30, 09:30:06",-129,81.9065116,10565.94,-1.23,-10011.4,553.31,5.53,"C;P"
"PM","2019-11-08, 09:30:11",-121,82.11,9935.31,-1.22,-9934.09,0,0,"O;P"
"PNW","2019-11-04, 09:30:17",103,93.5597087,-9636.65,-1,10029.35,391.7,3.91,"C;P"
"PPG","2019-10-04, 09:30:08",-88,114.4,10067.2,-1.22,-10065.98,0,0,"O"
"PPG","2019-10-16, 09:30:08",88,118.25,-10406,-1,10065.98,-341.02,-3.39,"C"
"PPG","2019-10-18, 09:30:30",-83,124.07,10297.81,-1.22,-10296.59,0,0,"O"
"PSX","2019-10-08, 10:11:33",-99,101.16,10014.84,-1.22,-10013.62,0,0,"O"
"PSX","2019-10-16, 09:30:05",99,107.11,-10603.89,-1,10013.62,-591.27,-5.9,"C"
"PSX","2019-10-25, 09:30:09",-91,112.06,10197.46,-1.22,-10196.24,0,0,"O"
"PWR","2019-10-14, 09:30:06",257,38.82,-9976.74,-1.28,9978.02,0,0,"O;P"
"PWR","2019-10-18, 09:30:21",-257,39.34,10110.38,-1.52,-9978.02,130.83,1.31,"C;P"
"PWR","2019-10-24, 09:42:44",-243,41.17,10004.31,-1.45,-10002.86,0,0,"O;P"
"PWR","2019-11-08, 09:31:11",243,42.98,-10444.14,-1.22,10002.86,-442.5,-4.42,"C;P"
"PXD","2019-10-08, 10:26:30",79,124.79,-9858.41,-1,9961.47,102.06,1.02,"C"
"PXD","2019-10-14, 09:30:15",75,130.57,-9792.75,-1,9793.75,0,0,"O"
"PXD","2019-10-31, 09:32:32",-75,122.3,9172.5,-1.2,-9793.75,-622.45,-6.36,"C"
"PXD","2019-11-05, 09:35:09",73,136.33,-9952.09,-1,9953.09,0,0,"O"
"PXD","2019-11-06, 10:09:15",-73,135.59,9898.07,-1.21,-9953.09,-56.23,-0.56,"C"
"PYPL","2019-10-04, 09:30:14",-99,101.69,10067.31,-1.22,-10066.09,0,0,"O;P"
"PYPL","2019-10-10, 09:30:00",99,99.81,-9881.19,-1,10066.09,183.9,1.83,"C"
"PYPL","2019-10-17, 10:48:58",97,103.3,-10020.1,-1,10021.1,0,0,"O"
"QRVO","2019-10-25, 09:30:04",126,79.57,-10025.82,-1,10026.82,0,0,"O;P"
"REGN","2019-10-08, 10:11:37",35,284.24,-9948.4,-1,9949.4,0,0,"O"
"REGN","2019-10-23, 09:30:01",-35,301.31,10545.85,-1.22,-9949.4,595.23,5.98,"C"
"REGN","2019-10-28, 09:30:02",33,306.82,-10125.06,-1,10126.06,0,0,"O"
"RHI","2019-11-05, 09:53:03",23,58.41,-1343.43,-1,1273.17,-71.26,-5.6,"C"
"RHI","2019-11-07, 09:30:14",-172,58.2967442,10027.04,-1.23,-10025.81,0,0,"O;P"
"ROK","2019-10-10, 09:30:10",-62,153.89,9541.18,-1.2,-10059.44,-519.46,-5.16,"C;P"
"ROK","2019-10-14, 11:31:30",-61,163.78,9990.58,-1.21,-9989.37,0,0,"O"
"ROK","2019-10-18, 09:30:07",61,166.65,-10165.65,-1,9989.37,-177.28,-1.77,"C"
"ROK","2019-10-25, 09:35:01",57,173.98,-9916.86,-1,9917.86,0,0,"O"
"ROL","2019-10-21, 09:30:10",-279,36.01,10046.79,-1.64,-10045.15,0,0,"O"
"ROL","2019-11-05, 09:30:13",279,38.6386738,-10780.19,-1.4,10045.15,-736.43,-7.33,"C;P"
"ROL","2019-11-06, 09:32:53",257,38.76,-9961.32,-1.28,9962.6,0,0,"O;P"
"RTN","2019-10-08, 10:11:34",51,192.66,-9825.66,-1,10069.27,242.61,2.41,"C"
"RTN","2019-10-14, 09:30:29",50,199.12,-9956,-1,9957,0,0,"O"
"RTN","2019-10-16, 09:30:08",-50,199.25,9962.5,-1.21,-9957,4.29,0.04,"C"
"RTN","2019-10-21, 09:30:11",-50,199.43,9971.5,-1.21,-9970.29,0,0,"O"
"SBUX","2019-10-03, 09:30:08",111,84.16,-9341.76,-1,10068.7,725.94,7.21,"C;P"
"SBUX","2019-10-04, 09:30:08",-119,84.79,10090.01,-1.22,-10088.79,0,0,"O;P"
"SBUX","2019-10-17, 09:32:25",119,86.88,-10338.72,-1,10088.79,-250.93,-2.49,"C"
"SBUX","2019-10-21, 09:30:01",116,86.2,-9999.2,-1,10000.2,0,0,"O"
"SCHW","2019-10-04, 09:30:28",240,35.17,-8440.8,-1.2,10011.36,1569.36,15.68,"C;P"
"SCHW","2019-10-10, 09:30:08",-281,36.21,10175.01,-1.65,-10173.36,0,0,"O;P"
"SCHW","2019-10-14, 09:30:07",281,37.1835587,-10448.58,-1.4,10173.36,-276.62,-2.72,"C;P"
"SCHW","2019-10-21, 09:30:10",-251,40.4420319,10150.95,-1.49,-10149.46,0,0,"O;P"
"SCHW","2019-10-25, 09:30:09",251,40.9060956,-10267.43,-1.26,10149.46,-119.23,-1.17,"C;P"
"SCHW","2019-10-30, 09:32:45",-245,40.88,10015.6,-1.46,-10014.14,0,0,"O;P"
"SCHW","2019-11-06, 09:30:17",245,43.37,-10625.65,-1.22,10014.14,-612.74,-6.12,"C"
"SCHW","2019-11-08, 09:30:14",229,43.4387336,-9947.47,-1.14,9948.62,0,0,"O;P"
"SEE","2019-10-03, 14:17:18",-251,39.86,10004.86,-1.49,-10003.37,0,0,"O;P"
"SEE","2019-10-14, 09:30:16",251,40.7683665,-10232.86,-1.26,10003.37,-230.75,-2.31,"C;P"
"SEE","2019-10-16, 09:31:14",246,40.57,-9980.22,-1.23,9981.45,0,0,"O;P"
"SEE","2019-10-23, 09:33:06",-246,41.76,10272.96,-1.47,-9981.45,290.04,2.91,"C;P"
"SEE","2019-10-25, 09:31:21",-243,41.14,9997.02,-1.45,-9995.57,0,0,"O;P"
"SEE","2019-10-29, 09:30:41",243,42.11,-10232.73,-1.22,9995.57,-238.38,-2.38,"C"
"SEE","2019-10-30, 09:31:20",238,42.0568067,-10009.52,-1.19,10010.71,0,0,"O;P"
"SEE","2019-11-08, 09:30:15",-238,39.18,9324.84,-1.41,-10010.71,-687.28,-6.87,"C;P"
"SHW","2019-10-11, 09:30:03",-18,557.58,10036.44,-1.21,-9786.7,248.53,2.54,"C"
"SHW","2019-10-23, 09:31:05",-18,565.76,10183.68,-1.21,-10182.47,0,0,"O"
"SHW","2019-10-31, 09:31:20",18,587.4,-10573.2,-1,10182.47,-391.73,-3.85,"C"
"SHW","2019-11-01, 10:19:47",17,573.46,-9748.82,-1,9749.82,0,0,"O"
"SIVB","2019-10-03, 09:50:30",-51,195.41,9965.91,-1.21,-9964.7,0,0,"O;P"
"SIVB","2019-10-14, 09:30:07",51,199.53,-10176.03,-1,9964.7,-212.33,-2.13,"C"
"SIVB","2019-10-18, 09:30:05",49,204.85,-10037.65,-1,10038.65,0,0,"O"
"SIVB","2019-10-24, 09:30:16",-49,210,10290,-1.22,-10038.65,250.13,2.49,"C"
"SIVB","2019-10-28, 09:30:12",-46,220.51,10143.46,-1.22,-10142.24,0,0,"O"
"SIVB","2019-10-31, 09:30:02",46,226.4217391,-10415.4,-1,10142.24,-274.16,-2.7,"C;P"
"SIVB","2019-11-08, 09:30:05",42,238.49,-10016.58,-1,10017.58,0,0,"O"
"SLG","2019-10-17, 09:59:36",-127,81.4,10337.8,-1.23,-9990.82,345.75,3.46,"C;P"
"SLG","2019-10-28, 09:33:07",-121,82.68,10004.28,-1.22,-10003.06,0,0,"O;P"
"SNA","2019-10-03, 09:30:08",16,152.97,-2447.52,-1,2475.47,26.95,1.09,"C"
"SNA","2019-10-10, 13:34:14",66,152.14,-10041.24,-1,10042.24,0,0,"O"
"SNA","2019-10-16, 09:32:27",-66,157.98,10426.68,-1.22,-10042.24,383.22,3.82,"C"
"SNA","2019-10-21, 09:30:10",-64,158.16,10122.24,-1.22,-10121.02,0,0,"O;P"
"SO","2019-10-16, 09:30:05",164,60.65,-9946.6,-1,9947.6,0,0,"O;P"
"SPB","2019-09-26, 20:25:00",-0.3791,52.6,19.94,0,-20.5,-0.56,-2.71,"C"
"SPG","2019-10-29, 09:30:11",8,154,-1232,-1,1241.93,8.93,0.72,"C"
"SPG","2019-10-31, 09:31:34",66,151.48,-9997.68,-1,9998.68,0,0,"O"
"SPG","2019-11-05, 09:30:50",-66,157.74,10410.84,-1.22,-9998.68,410.94,4.11,"C"
"SRE","2019-10-29, 09:30:12",69,141.41,-9757.29,-1,9983.09,224.8,2.25,"C"
"SRE","2019-10-30, 09:31:15",71,141.48,-10045.08,-1,10046.08,0,0,"O"
"STX","2019-11-08, 09:30:25",-172,58,9976,-1.23,-9974.77,0,0,"O;P"
"STZ","2019-10-25, 09:31:17",-49,196.3,9618.7,-1.2,-10100.88,-483.38,-4.79,"C"
"STZ","2019-10-29, 09:30:33",52,193.21,-10046.92,-1,10047.92,0,0,"O"
"SWK","2019-10-07, 09:30:13",9,141,-1269,-1,1288.49,18.49,1.44,"C"
"SWK","2019-10-16, 09:30:09",67,148.65,-9959.55,-1,9960.55,0,0,"O"
"SWK","2019-10-21, 09:31:13",-67,150.48,10082.16,-1.22,-9960.55,120.39,1.21,"C"
"SWK","2019-10-30, 09:30:40",-65,153.79,9996.35,-1.21,-9995.14,0,0,"O"
"SWKS","2019-10-03, 09:30:07",-125,75.56,9445,-1.21,-9989.75,-545.96,-5.47,"C"
"SWKS","2019-10-11, 09:30:02",-118,86.06,10155.08,-1.22,-10153.86,0,0,"O;P"
"SYF","2019-11-01, 09:31:36",282,35.44,-9994.08,-1.41,9995.49,0,0,"O;P"
"SYMC","2019-10-21, 09:35:31",434,23.06,-10008.04,-2.17,10010.21,0,0,"O;P"
"T","2019-10-07, 09:30:11",34,37.58,-1277.72,-1,1267.51,-11.21,-0.88,"C"
"T","2019-10-21, 09:30:55",-261,38.41,10025.01,-1.54,-10023.47,0,0,"O;P"
"T","2019-10-25, 09:31:15",261,36.89,-9628.29,-1.3,10023.47,393.87,3.93,"C"
"T","2019-10-29, 09:30:38",-260,38.43,9991.8,-1.54,-9990.26,0,0,"O;P"
"TGT","2019-10-11, 09:30:13",-93,111.77,10394.61,-1.23,-9973.39,419.99,4.21,"C;P"
"TGT","2019-10-21, 09:31:15",-89,113.26,10080.14,-1.22,-10078.92,0,0,"O"
"TIF","2019-10-11, 09:32:14",-13,90.07,1170.91,-1.03,-1217.93,-48.05,-3.94,"C"
"TIF","2019-10-17, 09:31:58",109,91.58,-9982.22,-1,9983.22,0,0,"O;P"
"TIF","2019-10-24, 09:30:09",-109,92.66,10099.94,-1.22,-9983.22,115.5,1.16,"C"
"TIF","2019-10-28, 09:31:13",-102,127.99,13054.98,-1.28,-13053.7,0,0,"O;P"
"TIF","2019-10-29, 09:30:43",102,128.7301961,-13130.48,-1,13053.7,-77.78,-0.6,"C;P"
"TJX","2019-10-21, 09:30:10",-180,60.54,10897.2,-1.25,-10014.4,881.55,8.8,"C"
"TMUS","2019-10-07, 09:30:13",125,77.98,-9747.5,-1,9973.78,225.28,2.26,"C"
"TMUS","2019-10-31, 09:30:13",-120,83.3,9996,-1.22,-9994.78,0,0,"O;P"
"TMUS","2019-11-04, 09:30:51",120,82.63,-9915.6,-1,9994.78,78.18,0.78,"C;P"
"TPR","2019-10-16, 09:31:43",391,25.5623274,-9994.87,-1.96,9996.82,0,0,"O;P"
"TPR","2019-10-24, 09:31:18",-391,26.02,10173.82,-2.21,-9996.82,174.78,1.75,"C;P"
"TPR","2019-11-08, 09:31:09",368,27.04,-9950.72,-1.84,9952.56,0,0,"O;P"
"TRIP","2019-10-16, 09:31:29",-261,38.81,10129.41,-1.55,-9880.16,247.71,2.51,"C;P"
"TRIP","2019-10-17, 09:30:08",-259,38.7774903,10043.37,-1.53,-10041.84,0,0,"O;P"
"TRIP","2019-10-18, 09:31:41",259,39.01,-10103.59,-1.3,10041.84,-63.05,-0.63,"C;P"
"TRIP","2019-10-21, 09:30:10",-268,37.8139925,10134.15,-1.58,-10132.57,0,0,"O;P"
"TRIP","2019-10-31, 09:30:18",268,40.23,-10781.64,-1.34,10132.57,-650.41,-6.42,"C;P"
"TROW","2019-10-18, 09:30:10",-90,110.03,9902.7,-1.22,-9940.6,-39.12,-0.39,"C"
"TROW","2019-11-05, 09:30:28",-84,118.29,9936.36,-1.22,-9935.14,0,0,"O"
"TRV","2019-10-08, 10:11:37",9,140.96,-1268.64,-1,1314.59,44.95,3.42,"C"
"TRV","2019-10-10, 09:30:08",71,141.5,-10046.5,-1,10047.5,0,0,"O"
"TRV","2019-10-31, 09:49:58",-71,129.52,9195.92,-1.2,-10047.5,-852.78,-8.49,"C"
"TRV","2019-11-01, 09:30:07",-76,131.35,9982.6,-1.22,-9981.38,0,0,"O;P"
"TSCO","2019-10-28, 09:38:50",109,96.65,-10534.85,-1,10024.6,-511.25,-5.1,"C;P"
"TSCO","2019-10-29, 15:59:32",-105,95.52,10029.6,-1.22,-10028.38,0,0,"O;P"
"TTWO","2019-10-25, 09:30:01",-10,124.31,1243.1,-1.03,-1309.5,-67.43,-5.15,"C"
"TTWO","2019-11-04, 09:38:58",85,117.13,-9956.05,-1,9957.05,0,0,"O"
"TWTR","2019-10-10, 09:31:26",232,39.3213793,-9122.56,-1.16,10037.24,913.52,9.1,"C;P"
"TWTR","2019-10-17, 09:31:41",250,39.99,-9997.5,-1.25,9998.75,0,0,"O;P"
"TWTR","2019-10-29, 09:30:34",-333,30,9990,-1.91,-9988.09,0,0,"O;P"
"TWTR","2019-10-31, 09:31:05",333,29.38,-9783.54,-1.66,9988.09,202.88,2.03,"C"
"TWTR","2019-11-01, 09:31:33",333,29.95,-9973.35,-1.66,9975.02,0,0,"O;P"
"TWTR","2019-11-08, 09:30:05",-333,29.157027,9709.29,-1.91,-9975.02,-267.63,-2.68,"C;P"
"TXT","2019-10-03, 11:19:13",-189,46.61,8809.29,-1.2,-9978.31,-1170.22,-11.73,"C;P"
"TXT","2019-10-04, 09:30:13",212,47.345283,-10037.2,-1.06,10038.26,0,0,"O;P"
"TXT","2019-10-29, 09:35:05",-212,46.94,9951.28,-1.29,-10038.26,-88.27,-0.88,"C;P"
"TXT","2019-11-05, 09:31:30",207,48.27,-9991.89,-1.04,9992.92,0,0,"O;P"
"TXT","2019-11-06, 09:31:20",-207,47.21,9772.47,-1.26,-9992.92,-221.72,-2.22,"C;P"
"UAA","2019-10-21, 09:30:13",-509,19.8060707,10081.29,-2.81,-10078.48,0,0,"O;P"
"UAA","2019-11-08, 09:59:49",509,17.63,-8973.67,-2.54,10078.48,1102.26,10.94,"C;P"
"UAL","2019-10-11, 09:30:08",-115,88.54,10182.1,-1.22,-10180.88,0,0,"O;P"
"UAL","2019-10-14, 09:30:10",115,87.0686957,-10012.9,-1,10180.88,166.98,1.64,"C;P"
"UAL","2019-10-23, 09:30:05",111,89.72,-9958.92,-1,9959.92,0,0,"O;P"
"UAL","2019-10-28, 09:30:02",-111,91.7,10178.7,-1.22,-9959.92,217.56,2.18,"C"
"UAL","2019-10-29, 09:30:01",108,92.1892593,-9956.44,-1,9957.44,0,0,"O;P"
"ULTA","2019-10-17, 09:30:07",41,245.36,-10059.76,-1,10060.76,0,0,"O"
"UPS","2019-10-14, 09:30:06",-86,115.79,9957.94,-1.22,-9956.72,0,0,"O"
"URI","2019-10-07, 09:30:45",-80,116.98,9358.4,-1.2,-9999.4,-642.2,-6.42,"C;P"
"URI","2019-10-14, 09:30:19",84,117.69,-9885.96,-1,9886.96,0,0,"O;P"
"URI","2019-10-23, 09:30:46",-84,132.14,11099.76,-1.24,-9886.96,1211.56,12.25,"C"
"URI","2019-10-25, 09:34:15",-76,131.74,10012.24,-1.22,-10011.02,0,0,"O"
"URI","2019-10-28, 09:43:26",76,135.55,-10301.8,-1,10011.02,-291.78,-2.91,"C"
"URI","2019-10-30, 09:30:13",73,135.82,-9914.86,-1,9915.86,0,0,"O"
"URI","2019-11-04, 09:30:14",-73,143.24,10456.52,-1.23,-9915.86,539.43,5.44,"C"
"UTX","2019-10-29, 09:35:56",-73,142.75,10420.75,-1.22,-10061.13,358.4,3.56,"C"
"UTX","2019-11-04, 09:30:10",-68,147.5,10030,-1.22,-10028.78,0,0,"O"
"VAR","2019-10-07, 09:30:14",87,113.75,-9896.25,-1,10035.97,138.72,1.38,"C"
"VAR","2019-10-28, 09:31:17",83,120.54,-10004.82,-1,10005.82,0,0,"O"
"VFC","2019-10-28, 09:35:52",119,84.3152101,-10033.51,-1,10034.51,0,0,"O;P"
"VLO","2019-10-04, 10:29:19",120,83.71,-10045.2,-1,10046.2,0,0,"O;P"
"VLO","2019-10-17, 09:30:05",-120,89.3733333,10724.8,-1.24,-10046.2,677.36,6.74,"C;P"
"VLO","2019-10-21, 09:30:10",-110,91.58,10073.8,-1.22,-10072.58,0,0,"O;P"
"VMC","2019-10-03, 09:30:06",69,145.74,-10056.06,-1,10057.06,0,0,"O"
"VMC","2019-10-10, 09:30:54",-69,147.96,10209.24,-1.22,-10057.06,150.96,1.5,"C"
"VMC","2019-10-14, 09:35:11",68,147.73,-10045.64,-1,10046.64,0,0,"O"
"VNO","2019-10-07, 09:30:13",156,64,-9984,-1,9985,0,0,"O;P"
"VNO","2019-10-14, 09:30:28",-156,62.5171795,9752.68,-1.22,-9985,-233.54,-2.34,"C;P"
"VTR","2019-11-05, 09:30:39",159,61.88,-9838.92,-1,9839.92,0,0,"O"
"WAB","2019-10-03, 15:54:50",-139,65.95,9167.05,-1.21,-10028.46,-862.62,-8.6,"C"
"WAB","2019-10-10, 09:33:37",157,63.72,-10004.04,-1,10005.04,0,0,"O;P"
"WAB","2019-11-05, 09:30:11",-157,77.22,12123.54,-1.27,-10005.04,2117.23,21.16,"C;P"
"WAB","2019-11-06, 09:30:05",128,77.65125,-9939.36,-1,9940.36,0,0,"O;P"
"WAB","2019-11-07, 09:30:08",-128,78.32,10024.96,-1.22,-9940.36,83.38,0.84,"C"
"WAB","2019-11-08, 09:31:52",127,78.6,-9982.2,-1,9983.2,0,0,"O"
"WAT","2019-10-23, 09:33:53",46,219.52,-10097.92,-1,10098.92,0,0,"O"
"WBA","2019-10-24, 09:35:55",184,54.67,-10059.28,-1,10035.97,-24.31,-0.24,"C;P"
"WBA","2019-11-04, 09:30:05",-175,57.96,10143,-1.23,-10141.77,0,0,"O"
"WCG","2019-11-04, 09:32:42",37,293.64,-10864.68,-1,9959.19,-906.49,-9.1,"C"
"WDC","2019-10-16, 09:30:06",-165,60.7039394,10016.15,-1.23,-10014.92,0,0,"O;P"
"WDC","2019-10-23, 09:30:04",165,58.3,-9619.5,-1,10014.92,394.42,3.94,"C"
"WDC","2019-11-04, 09:30:09",-186,54.65,10164.9,-1.23,-10163.67,0,0,"O;P"
"WDC","2019-11-06, 09:30:08",186,53.85,-10016.1,-1,10163.67,146.57,1.44,"C"
"WDC","2019-11-08, 09:30:05",187,53.1,-9929.7,-1,9930.7,0,0,"O;P"
"WFC","2019-10-03, 09:32:44",-204,48.37,9867.48,-1.25,-9935.86,-69.63,-0.7,"C"
"WFC","2019-10-07, 10:06:05",-204,49.11,10018.44,-1.25,-10017.19,0,0,"O"
"WFC","2019-10-17, 11:00:08",204,49.69,-10136.76,-1.02,10017.19,-120.59,-1.2,"C"
"WFC","2019-10-21, 09:31:02",-201,50.21,10092.21,-1.24,-10090.97,0,0,"O;P"
"WHR","2019-10-04, 09:30:08",65,153.1,-9951.5,-1,10138.78,186.28,1.84,"C"
"WHR","2019-10-16, 09:30:05",-63,158.3,9972.9,-1.21,-9971.69,0,0,"O"
"WHR","2019-10-18, 09:30:06",63,159.9884127,-10079.27,-1,9971.69,-108.58,-1.09,"C;P"
"WHR","2019-10-21, 09:30:11",-62,162.25,10059.5,-1.22,-10058.28,0,0,"O"
"WLTW","2019-10-03, 09:30:00",54,184.58,-9967.32,-1,9968.32,0,0,"O"
"WLTW","2019-10-10, 09:30:00",-54,185.83,10034.82,-1.21,-9968.32,65.29,0.65,"C"
"WYNN","2019-10-04, 09:30:10",88,109.79,-9661.52,-1,10013.18,350.66,3.5,"C"
"WYNN","2019-10-17, 09:30:00",-88,114.26,10054.88,-1.22,-10053.66,0,0,"O"
"WYNN","2019-11-08, 09:30:13",88,124.72,-10975.36,-1,10053.66,-922.7,-9.18,"C"
"XEC","2019-10-04, 09:30:22",-25,46.69,1167.25,-1.03,-1273.25,-107.03,-8.41,"C;P"
"XEC","2019-10-07, 09:30:10",-215,46.72,10044.8,-1.31,-10043.49,0,0,"O;P"
"XLNX","2019-10-10, 09:30:00",104,90.66,-9428.64,-1,10020.22,590.58,5.89,"C;P"
"XLNX","2019-10-28, 12:04:41",105,95.09,-9984.45,-1,9985.45,0,0,"O;P"
"XLNX","2019-11-05, 09:30:02",-105,97.01,10186.05,-1.22,-9985.45,199.38,2,"C;P"
"XRAY","2019-10-07, 09:30:13",187,53.57,-10017.59,-1,10018.59,0,0,"O"
"XRX","2019-10-29, 09:32:17",-329,32.9,10824.1,-1.91,-9999.96,822.24,8.22,"C"
"XRX","2019-10-31, 09:30:19",-294,34.14,10037.16,-1.71,-10035.45,0,0,"O;P"
"ZBH","2019-10-04, 09:30:27",-9,133.55,1201.95,-1.03,-1258.21,-57.29,-4.55,"C"
"ZBH","2019-10-14, 09:31:40",-73,136.17,9940.41,-1.21,-9939.2,0,0,"O"
"ZBH","2019-10-31, 09:30:18",73,138.2,-10088.6,-1,9939.2,-150.4,-1.51,"C"
"ZBH","2019-11-07, 09:31:32",-70,142.93,10005.1,-1.22,-10003.88,0,0,"O"
